mode,ridership,date
rail_mrt_pjy,0.0,2020-12-01
rail_mrt_pjy,0.0,2021-01-01
rail_mrt_pjy,0.0,2021-02-01
rail_mrt_pjy,0.0,2021-03-01
rail_mrt_pjy,0.0,2021-04-01
rail_mrt_pjy,0.0,2021-05-01
rail_mrt_pjy,0.0,2021-06-01
rail_mrt_pjy,0.0,2021-07-01
rail_mrt_pjy,0.0,2021-08-01
rail_mrt_pjy,0.0,2021-09-01
rail_mrt_pjy,0.0,2021-10-01
rail_mrt_pjy,0.0,2021-11-01
rail_mrt_pjy,0.0,2021-12-01
rail_mrt_pjy,0.0,2022-01-01
rail_mrt_pjy,0.0,2022-02-01
rail_mrt_pjy,0.0,2022-03-01
rail_mrt_pjy,0.0,2022-04-01
rail_mrt_pjy,0.0,2022-05-01
rail_mrt_pjy,369564.0,2022-06-01
rail_mrt_pjy,688844.0,2022-07-01
rail_mrt_pjy,579156.0,2022-08-01
rail_mrt_pjy,605209.0,2022-09-01
rail_mrt_pjy,629934.0,2022-10-01
rail_mrt_pjy,610845.0,2022-11-01
rail_mrt_pjy,664025.0,2022-12-01
rail_mrt_pjy,640429.0,2023-01-01
rail_mrt_pjy,541466.0,2023-02-01
rail_mrt_pjy,2036718.0,2023-03-01
rail_mrt_pjy,2137546.0,2023-04-01
rail_mrt_pjy,2543049.0,2023-05-01
rail_mrt_pjy,2542969.0,2023-06-01
rail_mrt_pjy,2781645.0,2023-07-01
rail_mrt_pjy,3099685.0,2023-08-01
rail_mrt_pjy,2987450.0,2023-09-01
rail_mrt_pjy,3299662.0,2023-10-01
rail_mrt_pjy,3320682.0,2023-11-01
rail_mrt_pjy,3624550.0,2023-12-01
rail_mrt_pjy,3651371.0,2024-01-01
rail_mrt_pjy,3364322.0,2024-02-01
rail_mrt_pjy,3746093.0,2024-03-01
rail_mrt_pjy,3575514.0,2024-04-01
rail_mrt_pjy,4045346.0,2024-05-01
rail_mrt_pjy,3729030.0,2024-06-01
rail_mrt_pjy,4277136.0,2024-07-01
rail_mrt_pjy,4390005.0,2024-08-01
rail_mrt_pjy,4046549.0,2024-09-01
rail_mrt_pjy,4468723.0,2024-10-01
rail_mrt_pjy,4360372.0,2024-11-01
rail_mrt_pjy,4471649.0,2024-12-01
rail_mrt_pjy,4324708.0,2025-01-01
rail_mrt_pjy,4147600.0,2025-02-01
rail_mrt_pjy,4305723.0,2025-03-01
rail_mrt_pjy,4485310.0,2025-04-01
rail_mrt_pjy,4716456.0,2025-05-01
rail_mrt_pjy,4479168.0,2025-06-01
rail_mrt_pjy,5110482.0,2025-07-01
rail_mrt_pjy,5052583.0,2025-08-01
